name,raw_description
Submarine Propeller (corrected),Submarine Propeller (corrected)
TIGER BLDC  MOTOR AND 2B PROPELLER SYSTEM,Tiger motor propeller system for VTOL system drone or flying wing or RC Model plane LiPO powered.
Airbus A400M´s Europrop TP400,Atempt to make A400M´s power unit. (Video was made earlier in one of previous versions of the model)
Jet engine fan,The turbofan or fanjet is a type of airbreathing jet engine that is widely used in aircraft propulsion.
Avenger-716 UAV,"The Avenger-716 UAV is a long-endurance, medium-altitude unmanned aerial vehicle design by Kavian Niazi."
Sphinx UAV (Inspire of ScanEagle),"The Sphinx UAV is a small, long-endurance, low-altitude unmanned aerial vehicle design by Kavian Niazi."
HA 200 Saeta,"Hi this is my HA200 Saeta you can youse it for building your model or RC Plane
the Wingspan is 1093mm wing airfoil is Naca 2415 angel of incident 1,0°
elevator Naca 0006 angel of incident 0,3°"
Propeller,Propeller made with subdivision surfaces in Blender and converted to CAD NURBS.
Propeller,RC craft Propeller
DJI E1200 Folding propeller,"DJI E1200 Folding propeller, CW+CCW"
Surveillance Hexacopter,"This is a surveillance Hexacopter I designed. Here are the parts list as requested:
Flight Controller (Pixhawk/APM)
FUTABA T14SG Transmitter
R7008SB Receiver
Tiger Motor U7
T80A 80A Electronic Speed Controller (ESC)
Tiger 20 x 6 Carbon Fiber Propeller 
Foxtech 6s 22000mah Li-Po battery
FeiYu Mini 3D PRO Gimbal 
GoPro Hero 5.

I have the CAD file for most of these parts on my page. Feel free to  download them all and just assemble them.

Whoever build this project should please let me know how far with it. Thanks my people"
Table fan,table fan with 1750 RPM motion study
Propeller,"Something from my 3d modelling class.

CFD Simulation made by Ali Ikhsanul Qauli:
 https://www.youtube.com/watch?v=m81uFAHJP9Y&feature=youtu.be


Inventor Professional 2018,
One KeyShot,

Enjoy :)"
battle ship toy,designed for show peace only. its way different from the original design.
Studebaker Bullet Nose 50's,"for so long i sarched for a bullet nose cad model............without sucess. so i put a little work in this, because for all who like design this is a must have."
Vacuum Powered Wall Climbing Robot,"The propeller guard fits 5 inch props. 
The front wheel attaches to the body using a ball bearing.
Arduino and Sonic Sensor models were obtained online."
QUADCOPTER PROPELLER DEISGN,"This model is 3d printable and designed in solidworks and rendered in solidworks.

Resolution 0.3
infill 20%
Shells -2
This can be used in quadcopter design"
SHIP PROPELLER DESIGN,This propeller model is designed in creo and imported into solidworks for better rendering
Nine Foot Cooling Tower Prop,"Cooling tower propeller. F series airfoil with adjustable pitch blades. Made out of fiberglass to replace a corroded galvanized steel sheet metal prop. Less weight, lower horsepower and 20% more air."
CFD reseach of Dron,"Flow velocity - 27 m/s
Rotor speed - 8000 rpm
Propeller diameter - 500 mm
Wingspan - 3 m 
Payload - 2.8 kg 

Using programs:
ICEM Cfd, Fluent, CFD-post

About project https://sites.google.com/site/ideasmodellers/home/applied-aerodynamics/new-perpective-uav

*It's demonstration model. Not for real using."
"Vintage British wooden propeller 20x8""",Another design of historic propeller for scale models purposes. I am going to mill it from walnut wood.
BD 5,"Hi this is my BD5 you can youse it for building your model or RC Plane
the Wingspan is 1m wing airfoil is Naca 23012 angel of incident 1,5° 
elevator Naca 0010 angel of incident 1,0°
ruder Naca 0010
CG 43mm from the wing tip"
propeller with duct,"Propeller with duct, optimized for 3D printing. Ideal prop RPM 1800-2500. The duck will increase thrust up to 14kts.  More info https://www.instructables.com/id/Building-an-ELECTRICAL-Hydrofoil-Part-12/  we spent many hours designing and perfecting the propulsion system. It works very well. Lots of pictures and comments in this album.
https://www.facebook.com/nikolai.hiorth/media_set?set=a.10159438659855144&type=1&l=2e97c1f9fb"
Electric Hydrofoil design,"Here is a complete Electric Hydrofoil design. More info on all the parts https://www.instructables.com/id/Building-an-ELECTRICAL-Hydrofoil-Part-12/  we spent many hours designing and perfecting the propulsion system. It works very well. Lots of pictures and comments in this album.
https://www.facebook.com/nikolai.hiorth/media_set?set=a.10159438659855144&type=1&l=2e97c1f9fb


The foil design is not tested, but I think it will work. I have machined and tested similar wings with great success. Wil upload some wing designs that has been tested and works in the near future. 
The board is a bit small  a bigger board is highly recommended for use in E-foil."
"Propeller, hydrofoil","Propeller optimized for 3d printing. Ideal rpm 1800-2500.  Used in electric hydrofoil V1. More info on this instructable.  https://www.instructables.com/id/Building-an-ELECTRICAL-Hydrofoil-Part-12/
Fits 10mm shaft."
Drone Body for 3D Printing,"Engineers - Derrek Palmer & https://grabcad.com/todd.janosky-1

Drone full assembly. This is a replacement body for the Propel Spyder X Drone. Thanks to Babu George, an Engineer I found on GrabCAD who is the designer of the https://grabcad.com/library/arduino-due-1 , which was used for rendering purposes.

View the full project on Behance.net
https://www.behance.net/gallery/56612723/Project-Drone-(3D-Printing)"
"54""  Upblast  Roof Exhaust Fan","Exhaust roof ventilator with a curb mounting base. Size 54"" diameter airfoil propeller, Stormband with auto dampers. All fiberglass construction."
Low Reynolds Propeller for ultra light aircrafts,"Diameter 375 mm (15'') 
pinch 0.2 ( 8'')
nominal angular speed 8000 rpm
cruise velocity  27 m/s"
Schneider Blade Wheel Propeller 1942,"This is an early version of what was to become the Voith-Schneider propeller, with a different kinematic mechanism. 
The inner brass ring is fixed in space resulting in the cyclic movement of all blades. Its position determines the direction and size of thrust, and is controlled by a mechanism not shown.
Modelled after drawing in the 1942 U.S. patent lodged in 1940."
Corrosion Resistant FRP Cooling Tower,"For mining ore extraction
cooling. Acid resistant.
My design, including fiberglass  f-series propeller.
and piping."
ScanEagle UAV,"The ScanEagle is a small, long-endurance, low-altitude unmanned aerial vehicle (UAV) that is used for reconnaissance missions by the military. It is also one of the first approved to be bought and used for commercial purposes.

Modeled by JakeCza using PTC Creo 3.0. Rendered by JakeCza using Keyshot 7.
Message with any inquiries."
Multirotor - Frame - Tarot - TL250H,"Features : 

- Marque : TAROT 
- Nom de l'article: TL250H (Entraxe moteurs 250mm )
- Dimensions : (Assemblée) 
Hauteur: 90.4mm
Longueur totale: 203mm / 288mm
Largeur: 220mm / 303mm
- Poids à vide : 135g

Recommandation d'équipements :

 Hélices (propeller): 5 pouces 3 pâles
 Moteurs (motor): 1806-2280kv
 ESC: 12A
 Batterie: 11.1v / 2200mAh 
noter que la batterie dimensions : longueur 70-120MM / largeur 37MM / Hauteur 27.5MM"
Propeller airplane,P47 propeller
Timer model of helicopter class F4F,"Blades and hubs for 3D printing
The large blade consists 3 segments along, the blades are hollow and there is drainage for draining.
For a smaller propeller, the hub is 2 blades, for a larger the hub provides 2,3,4 blades - static balancing of both assembled propellers is mandatory! Mounting the hubs to the output shafts of the gearbox is at your discretion. The pitch of the blades of both screws can be changed to 3-4 positions.
Model helicopter class F4F (in the international classification of aircraft models). This class is liquidated as ""very inefficient"".
Instead of a fish, you could use a bunny or a Mickey Mouse ...
The piston engine is replaced by an electric motor which, according to the conditions of the competition, runs for 15 seconds ... The batteries in the shaft pipe should last about the same time ... Everything is very serious ... Well, water for fish, how without water? :)"
Balsa Wooden Fidget Spinner,"A FIDGET SPINNER to use as a VENTILATOR and /or as a HELICOPTER.

Whether this model has a chance for a TAKE OFF, I really don't know,
but I think, that it can be surely used for a very short time, as a VENTILATOR for a ""Mild Breeze"".

Notes:

1.) Dimensions of the ball bearing: Ø22 mm / Ø8 mm x 7 mm thick

2.) CAD-calculated mass of the ball bearing: 11,2 g

3.) Material for all other components: balsa wood

4.) The density of balsa wood (used for CAD-Calculation): 0,18 g/cm^3

5.) The CAD-calculated mass of the complete FIDGET SPINNER: 14,27 g

6.) The TAKE OFF FORCE needed: > ( 0,01427 kg ) x ( 9,81 m/s ) = 0,14 N

If anybody is able to make a FEM-Calculation, which force can be reached,
F = f (n), » force is function of the rotation speed « ,
I would be very grateful for the feedback.

The angle of attack and further propeller blade geometry
can be taken from the model.

The model is available in following data formats:
STEP-file (.stp) of the complete assembly and the native files (.prt) and (.asm),
together in a (.zip)-folder, for users of »PTC Creo Parametric 2.0«
A seperate STEP-file (.stp) and a STL-file (.stl)  is available too, for a metal- or plastic
version of the ball bearing carrier ."
Rim Driven Propeller 6 blade,RDP or less hub Propeller. Propeller (marine) with no Hub.
‘MDPP’ – the windowless private plane with Solar Panels,"‘MDPP’ – the windowless private plane with Solar Panels...
-Amorphous solar panels to drive low voltage systems on-board
-Favors panoramic exterior views in real time rather than windows
-Parallax barrier technology allows multiple displays on one screen"
E779 Marine Propeller,"I had a request to model this propeller in Solidworks from tabular data. The original data does not produce smooth splines or surfaces, so I have deviated from them in order to produce a smooth model."
Propeller Airplane,"A propeller is a type of fan that transmits power by converting rotational motion into thrust. A pressure difference is produced between the forward and rear surfaces of the airfoil-shaped blade, and a fluid (such as air or water) is accelerated behind the blade.
""Click here to download the full SolidWorks Yacht tutorial: http://yachttutorial.com"""
"70"" Warp Drive propeller","Model of a 70"" Warp Drive adjustable pitch propeller. The airfoil is not exact but good enough for visualisation. The aluminium hub is very accurate. Enjoy!"
Turned power module,"Turned power module (electric motor, propeller and controller) for the transformed drone. Work in progress."
Lego Helicopter 8429,"Here we have another model from my childhood. The Helicopter is the Primary design from the set and the plane is the secondary model. I have built this helicopter model a number of times, although the plane only once. Today was the second time I build the plane, except this time it is virtual.
When I was young this was one of my favourites. At the time it had the most complicated mechanism of all my Lego models. The crank on the side turns both the main rotor and the tail rotor. They are geared so they turn fairly quickly, although this is never going to take off.

The plane is a little simpler, it does not use quite as many components. The kit was forces on the helicopter, but most kits at the time had instructions for multiple models. This one has instructions for the helicopter and the plane. I actually don;t have the instructions for these any more. It took me quite a while searching the internet before I found the instructions online. The wheels on the plane are linked to the propeller on the front. As the plane is pushed along the ground it turn the propeller.
This was modeled in Autodesk Inventor. The level of detail on them is pretty much perfect, right down to the tiny ""LEGO"" text in the studs. If you download the native Inventor files the constraints are setup to work the mechanical linkages. As the files use the same components as my other Lego models you can put them in the folder and the assemblies will share files.
The STEP files can be downloaded separately, while the Inventor files are packaged into individual ZIP files. If you download both you can combine the files."
Spitfire Propeller 1:4 scaled model,"Video: https://youtu.be/NDx5K3ZWAU8

Spitfire Propeller designed with Autocad 3D 1:4 model

Comes in 5 parts, glued together using locttite 406 superglue for plastics 

Root hub to fit into spinner: 3.4cm diameter circle. From Root to tip =  375 mm or 14.76 inches

You can scale accordingly. Eg, a 1:8 model just divide full scale by 2.  Recommended print settings (tested as per picture) Vertical wall: 2 shells Infill honeycomb/rectilinear 5% Bottom and Top solid layers: 3  Printspeed keep it generally 50mm/s throughout for smooth and sharp print especially at the trailing edge of the blade

Estimated 1.75mm filament needed for 1 blade (1:4 scale model) = Between 15meters to 25meters (49ft to 82ft)   Print with PLA to avoid wrapping"
3D Printable High Bypass Turbo Fan Blade (Modified),"Actual Model:
https://grabcad.com/library/3d-printable-high-bypass-fan-1

Related journal article ""Numerical Investigation of the Effect of Leading-Edge Tubercles on Propeller Performance"", Read More: https://arc.aiaa.org/doi/10.2514/1.C034845

Relevant publication: http://www.iaeng.org/publication/WCE2018/WCE2018_pp586-595.pdf

Added tubercles according to: https://grabcad.com/library/rear-wing-formula-one-dimensions-2 and https://grabcad.com/library/modified-10x4-7-propeller-1 etc."
13x5 propeller CW & CCW,13x5 propellers modelled after APC designs with pitch and undercamber. Mount hole is 6mm
Multiblade propeller,"Soviet cartoon ""Three Bananas"" (In the mid-90's)
Based on the fairy tale
Slaby Zdenek Karel
It seemed to me that this could be a brand for the manufacturer of propellers
It's just a demonstration of the work of multiblade propellers
Autodesk Inventor (2012)"
Change Propeller,"Oh, I'm sorry!
This model (https://grabcad.com/library/uav-drone-plane-1) downloaded more than 600 times
And no one made me notice that this is not the correct propeller.
The propeller that is will be drag, but you need a propeller which is TO PUSH !!! I put ashes on my head. I have to correct the mistake. This is the right propeller for this aircraft."
Fidget Flyer,"These fidget spinners are designed to resemble a propeller. Version 1 has 5 wings with very thin blades. Version 2 has thin wings and the face is flush with the bearing. Version 2.1 has thicker wings, rounded tips, and has a chamfered edge around the ball bearing. All will fit a 608 ball bearing."
Wind turbine,The model of the blade was made with the help of this  site: https://www.warlock.com.au/tools/bladecalc-2009.htm
Wageningen B-3.65 Propeller,"Blade Number : 3
AE/AO                : 0,65
D                         : 1 m
P/D                     : 1,2
Rake                   : 15 Degrees"
Submarine Propeller,New version: https://grabcad.com/library/submarine-propeller-corrected-1
Boat propeller 14x22 AeAo0.6,"RUBEX hub 3 blade propeller. Designed for 150 to 250 Hp engines.

Accurate model. Calculations available on demand."
Canal Turbine Blade,"Update:
Relevant journal article ""Numerical Investigation of the Effect of Leading-Edge Tubercles on Propeller Performance"" Read More: https://arc.aiaa.org/doi/10.2514/1.C034845

Relevant publication: http://www.iaeng.org/publication/WCE2018/WCE2018_pp586-595.pdf

My final entry in this challenge, again related to fluid dynamics, it's a concept I am working on (some of my initial designs: https://grabcad.com/library/canal-turbine-blade-structure-wip-1 (May 2015) and https://grabcad.com/library/turbine-blade-15 (May 2015)) (https://grabcad.com/library/tidal-turbine-fuel-water-vawt-in-hawt-mode-fuel-air-1 (January 2016) and https://grabcad.com/library/tidal-turbine-2 (January 2016)).

This turbine blade also utilizes the concept of leading edge tubercles (https://grabcad.com/library/rear-wing-formula-one-dimensions-2, https://grabcad.com/library/modified-rotor-blade-1, https://grabcad.com/library/modified-helical-darrieus-wind-turbine-blade-1 and https://grabcad.com/library/modified-10x4-7-propeller-1) which makes it more aerodynamically efficient than a similar blade without these tubercles.

This blade is 4.76 in in span. The blade is made up of three different hydrofoils at root, mid section and tip. Blade pitch is ~17 degrees at root and ~3 degrees at the tip in an attempt of keeping the AOA constant (as much as possible) because tip velocities are much higher.

You can put these turbines in irrigation canals and they can power nearby villages and all the irrigation equipment etc. 

There are many advantages of canal turbines over wind turbines, prominent one's being: 

1 No compressibility: 
Water is a lot easier to work with as compressibility is rarely a factor as compared to air.

2. Unidirectional flow 
Water flows in one direction in a canal so we don't need the complicated pitch and yaw control surfaces as in case of wind turbines.

3. Constant flow rate 
We (humans) control water flow rate through canals and it's almost constant throughout the year, so we don't have to worry about blade aero foil design to suit variable/abruptly variable flow rate. 

4. Large Electricity potential 
Canals are 100s of km long, imagine the electricity potential in the canals. You can put these turbines in irrigation canals and it'll power nearby towns/villages and all the irrigation equipment etc.

5. Higher Power/Discharge Ratio 
Water is ~816 times dense (powerful) than air, so for the same discharge (flow) rate we get 816 times more power. Which means more we..."
Propeller,Just for fun....
Modified 10x4.7 Propeller,"Relevant journal article ""Numerical Investigation of the Effect of Leading-Edge Tubercles on Propeller Performance"" Read More: https://arc.aiaa.org/doi/10.2514/1.C034845

Relevant publication: http://www.iaeng.org/publication/WCE2018/WCE2018_pp586-595.pdf

An aviation propeller with leading edge tubercles Re-upload from https://grabcad.com/library/10x4-7-propeller-with-leading-edge-tubercles-1).

Research paper abstract and results: https://3dimensionaldesigningandmanufacturing.blogspot.com/2016/12/numerical-analysis-of-tubercle-effect.html AND https://3dimensionaldesigningandmanufacturing.blogspot.com/2017/08/propeler-with-leading-edge-tubercles.html

Diameter: 255 mm
Produces ~10% more thrust and is 8% lighter than a baseline propeller.
Overall efficiency gain 10%

This means direct fuel saving and greener flights. 

For same diameter it can lift more weight or the propeller can be designed smaller in diameter compared to the baseline propeller for the same thrust. The modified propeller has a larger coefficient of thrust than the baseline propeller.

Profile from: 10x4.7 Propeller (mine has different aero foil)

Same aerodynamic principles apply to my other entries in aerodynamics, with entirely different areas of application:
Energy and power (https://grabcad.com/library/modified-helical-darrieus-wind-turbine-blade-1)
Rotary Flight (https://grabcad.com/library/modified-rotor-blade-1)
Wings: (https://grabcad.com/library/rear-wing-formula-one-dimensions-2)

I have no access to a 3D printer, but propellers can be 3D printed, I have seen people printing them with 3D pens let alone 3D printers and then using them on drones, in YouTube video."
Engineer's toy,"I had the ideles to create a toy of infinite movement. I used the principle of the gyroscope on a geneva wheel to convey the motion to a gear that moves a propeller which in turn moves two balls into a lane. The idea is of the application of one of Newton's laws a moving body tends to remain in motion along with the law of rotation of a gyroscope, I tried to represent an infinite cycle of motion, however, as we know there will be a stop due to friction Due to loss of transmission load.

I used as materials ABS and ABS-PC for 3D printing there are gaps of 0.1 mm

To start the cycle, you must wrap a string around the gyroscope disc as if it were a spinning top, and pull the string to generate the spin.

Felipe de Lima Costa

Mechanical Engineering Student - USJT - São Judas Tadeu University - Brazil"
Modified Helical Darrieus Wind Turbine Blade,"Relevant publication: http://www.iaeng.org/publication/WCE2018/WCE2018_pp586-595.pdf

An improvement over the Helical Darrieus Wind Turbine Blade, according to same aerodynamic principles as https://grabcad.com/library/rear-wing-formula-one-dimensions-2, https://grabcad.com/library/modified-10x4-7-propeller-1 and https://grabcad.com/library/modified-rotor-blade-1. (all are my entries for the https://grabcad.com/challenges/extreme-redesign-engineering-post-secondary)

The white blade is more aerodynamically efficient than the black one.

I have no access to a 3D printer, my engineering judgment says these blades must be printable without any problems, if flipped perpendicular to the rotational axis.

Baseline blade files are also attached for fluid dynamics analysis."
Propeller,just for fun
Propeller / by Sebastian Argyelan,Hope you like it!
rc propeller,rc propeller
Modified Rotor Blade,"Relevant journal article ""Numerical Investigation of the Effect of Leading-Edge Tubercles on Propeller Performance"" Read More: https://arc.aiaa.org/doi/10.2514/1.C034845

Relevant publication: http://www.iaeng.org/publication/WCE2018/WCE2018_pp586-595.pdf

DM for any further questions.

This is not an improvement over the RAH-66 rotor blades, the black rotor is more efficient than white rotor.

Another entry from the aerodynamics. This time a rotor blade, proportionally similar to the rotor blade they used for the RAH-66. The cross section of the blades is NACA 9410.

Based on the results of https://grabcad.com/library/rear-wing-formula-one-dimensions-2, I chose an amplitude of tubercles to be 20% of the chord length. A basic CFD analysis shows a strong improvement in thrust to torque ratio of the modified rotor when compared with the baseline model. The modified rotor produces more thrust at an rpm and requires less torque from the engine to achieve that rpm. The modified rotor produces more thrust at a lower rpm than the baseline model and requires significantly less torque from the engine to achieve that rpm (less rpm).

Both of these rotors are 9.9 in in diameter. Baseline model files are also attached, if the anyone/jury wants to run their own CFD analysis.

I have no access to a 3D printer, you can print this model in one third and use adhesives to join the three parts, taking advantage of the circular symmetry.

Also consider these entries, same aerodynamic principles apply, with entirely different areas of application:
 https://grabcad.com/library/modified-helical-darrieus-wind-turbine-blade-1, https://grabcad.com/library/rear-wing-formula-one-dimensions-2 and https://grabcad.com/library/modified-10x4-7-propeller-1"
Catfish drone,Vertical takeoff drone and horizontal movement with propulsive propeller
Jet Engine Turbine Propeller Fan,Jet Proper Fan
SGCHL Carabus,"Frustum Quadcopter Finalist: 
https://grabcad.com/challenges/the-generate-quadcopter-challenge/results

""Cărăbuş"" in Romanian language: https://en.wikipedia.org/wiki/Cockchafer

Drone = 21510 cubic mm = 21 g
Cockpit (optional) = 24089 cubic mm = 24 g

GENERATE link:
https://generate-de.frustum.com/?source=grabcad#/workspace/1186/scenario/3360
https://generate-de.frustum.com/?source=grabcad#/workspace/1191/scenario/3378
https://generate-de.frustum.com/#/workspace/1212/scenario/3453
https://generate-de.frustum.com/#/workspace/1213/scenario/3458
76.4 credits

After their done, some analysis appears with mismatched loads.
This is why I did so many analysis with one load.

Three analysis I've uploaded them after the deadline.
I still waiting for one:
https://generate-de.frustum.com/#/workspace/1212/scenario/3455"
RC Propeller & Mold Cavity,This project is from my Thesis.
The Generate Quadcopter Challenge,"Here's one of my entries for the quad copter challenge. I tried to make the design sleek and futuristic looking and I think I achieved that ? maybe.. Overall I am really happy with how it came out :) I dont think I would have come up with a design like this if I hadn't used  the Generate software

The speed controllers were moved slightly. They are now on the main frame instead of on the propeller arms. Hopefully that doesn't disqualify me. I have another design Ill be uploading shortly that accommodates the original speed controller location"
Experimental Quadcopter Airframe,"A Quadcopter Airframe, principially designed for experimental use.
In place of velco strips you can use o-rings or rubber bands,
for an alternative fastening of the four speed controllers, electronics
and the battery.

The improvement of this design is still in progress and updates
will come after time to time, just right before ending of submission.

This design - not really attractive, but may be with functional significance -
will be my one and only entry for this amazing challenge.

The link to individual adaptable velcro straps:
http://www.klettladen.de/index.php/cPath/2_39

Notes:
Modeled with »PTC Creo Parametric 2.0«
FEM-Analysis done with »PTC Creo Simulate 2.0«
The 3D-model of the propeller, I used in the assembly,
has been created by our member ""Stavros Salampoukidis"".
Many thanks to him for sharing!

Engineering specifications, just as a reminder:
Max. permissible mass of airframe: 90 g
Mass of electronics: 42 g
Mass of batterie: 47 g
Total mass of motors and propellers: 26 g
Mass of wires: 25 g
Mass of payload: 250 g
Total permissible mass (without airframe): 390 g
Force of each motor: 1,17 N (120 g)
Total force of the four motors: 4,68 N (480 g)

Properties of my model:
Selected material: Ultem 9085
Density of material: 1,34 g/cm^3
Volume of part: 14 cm^3
Mass of part: 18,8 g

Mechanical values for FEM-Simulation:
Material Strength Allowable: 4500 PSI
Young's Modulus: 325 KSI
Poissons Ratio: 0,41
Load in Z-direction: 0,45 kg-f

Results of FEM-Analysis ( see also uploaded » Application-Snaps « ) :
Max. displacement after deformation: 0,103 mm
Max. ""Stress von Mises"" : 4354,3 psi

The model is available in STEP (.stp)- and (.stl)-format."
Propeller For Dron,I have participate in challenge of Dron and for that  i have made this propeller.
3 Blade propeller,Small Quadcopter Challenge proppellers
Light turboprop aircraft,"Light turboprop amphibious aircraft. 
The model is rather poorly detailed. Just a sketch."
Belt gear,"Belt gear with Poly-V belt with reduction Ratio 3:1.
Designed it for the use with a Briggs & Stratton vanguard
engine in a microlight plane.
Key Features:
No bending loads on the engine crankshaft
Additional mounting point for the propeller loads,
so that there are no loads on the engine housing.
Tension of the belt adjustable without changing the
position of the propeller hub.
Standard Rotax propeller hub.
Mounted to the front housing of the engine with 4 bolts"
Avia BH-3 Czech fighter,"Lovely GrabCAD'ers,

this is a (rough) model of the Avia BH-3. This plane was probably the first Czech fighter plane made. It is based on its two previous models; the BH-1 and BH-2, which were sport planes. It has a length of 7 meters and was about 10 meters wide. It's power came from a 4-inline engine, which was called the IIIa and had about 185 HP. (Not included) Two of the .303 Vickers were placed on the nose for shooting the enemy planes down. Only 14 of the BH-3 were made. (Source: wikipedia.)

I had somewhat a hard time finding information and clear images of this model, but it was a fun modeling experience. I put on a camouflage with the RGB-colors of the middle plane in the comparison.jpg. The reason I picked out this plane, was because it had a very special ""nose"" with exhaustpipes sticking out on one side. I was pretty sure none else modeled this one too, so why not give it a shot?

A zip file is included with all the files for Solidworks. Also a x_b, x_t and a IGS file are there for you! 

Feel free to leave a comment or question!
AND please like my model(s)! :)

Source for the blueprint used in this model:
http://drawingdatabase.com/"
HONDA GX 35,"Engine Honda GX35 with electric start converted to radio control aeroplane purposes. I bought two pieces and made conversion . Electric start haven´t realised yet, because i am waiting for delivery of one way bearings. PROPELLER IS 20x6"". weight of engine without propeller and electric start is cca 2350g. I am going to put it to twin engine plane, but I am not decided for type of aeroplane. 

Video with engines without electric start(prop 20x10/ max.5100rpm). It start by hand quite reliable."
Yacht Propeller,yacht propeller
Propeller Flow Simulation,Yacht Propeller Flow Simulation ANSYS
Caudron C450,Caudron C450 you can use it as a template for building RC Plane
Rubber Band powered Balsa wood Airplane,"A basic model of a Balsa wood airplane.

I hope you like it!"
2 Blade Propeller made in ACP Ansys,"I Just wanted to show that you can model blade in ACP. So, I did not really spend time for Blade :)

I modeled 2 Blades propeller in ACP Ansys wtih composite material (2D and 3D) though I have not used accurate dimension. I Just wanted to show you that ACP gives you ability to design complex geometry with composite materials. First, I modeled shell blade in solidworks. then I imported file into ansys and applied composite layers. 

To find Ansys file please download ZIP file. I will make tutorial for this model very soon."
X-Black Drone (Quadcopter),"""X-Black Drone (Quadcopter)""

Catch us   :
Email         : onefuturesolutions@gmail.com
Instagram : https://www.instagram.com/1futuresolution/
Youtube    : http://bit.ly/ytc-onefuturesolution
FB               : https://www.facebook.com/1futuresolution/

""X-Black Drone (Quadcopter)""
Designed by Ridwan S ( https://www.instagram.com/ridwan.sept/ )

Modeled with SolidWorks 2014
Rendered & Animated with KeyShot 5 
File Types : .SLDPRT, .SLDASM, .IGS, .STL.

I designed this model for my customer. He need the quadcopter drone concept design.

You can download this model for ""Free"", but you should to hit ""♥"" button as the payment :). 

Cheers, 
Ridwan S"
"Vintage wooden propeller 20""x6""","Wooden propeller which I was milling on my cnc machine. It is for my 1/4 scale Sopwith Camel F1. 
It is parametric model, I can modify diameter cca 16-24"" and pitch cca 5-10"""
Twice Lift Improved Propeller,"27 N of force at 9644 RPM, Three Blades Propeller.

~~~~~~~~~~~~~V-3~~~~~~~~~~~~~~
I dragged on that extrusion pattern along the entire blade. What I think that was happened is that now the air moves over the top surface even faster than before and creating much lower pressure. Compared with the best propeller design with the same size that I could find, this propeller generate 400% more lift. According to the simulation, the conventional propeller generate around 7N of lift meanwhile this one generate 22N. Now, personally I don't trust too much in the simulation so until someone (or even me) could make a real prototype and test it, I can't promise anything. I hope helped somebody.
------------------------V-2------------------------
I made some modifications to the model, and the simulation says that the force has increased and the average turbulence has decreased. If someone has any ideas to improve it I'm open to suggestions :D
~*~*~*~*~*~*~*V-1~*~*~*~*~*~*~*
I design this propeller 3D model in my way and I add some features which improve the thrust and reduce the weight. I ran several flow simulation to determine the efficiency of the propeller, and I was surprised by the result, I expected a much lower thrust. I don't own a 3D printer so I can't print it and make real tests, if anybody wold make it and share his results I will be very grateful."
Propeller,"Solidworks, Keyshot"
propeller,propeller printable
LEGO Technic - Propeller Plane (8855),"IV2014 format. iMates are included. Part numbers follow Bricklink convention.  See https://grabcad.com/library/lego-library-tools-for-inventor-1.

Another classic.  The ""Technic Action Figure"" is a bit rough, but what are you gonna do...?"
Low Cavitation Propeller,"Diameter 240mm
Step 30mm
Blades 4
Axle bore 12mm
Featrure Low Cavitation"
Turbo Propeller,"Diameter 120mm
Step 150mm
Blades 3"
Model Aircraft Engine #1,Machine Design Practice
JJRC H26D Propeller,propeller
"10 Inch, three blade, 12,5mm pitch, Propeller",Propeller
3x2 Propeller for Mini Quadrotors,"3 in diameter, 2 in pitch, best for situations where you don't need much thrust. (~12% less as compared to 3x1.5)

Support for 3 mm or less (via adapters) diameter motor shafts.

3D Print and use (for educational purpose only) at your own risk, untested model."
Aircraft Helica - Leonardo Da Vinci - 3D printable,"This 3D printable model is based on the famous drawing of Leonardo Da Vinci - an aircraft with a helical propeller.
The parts are designed with a general tolerance of 6 thou (0.15 mm).
It could be manufactured by using any 3d printable technology, however i would recommend stereolithography (SLA) as a preferred manufacturing method.
The model it is designed to revolve and be functional, for this you should insert in the base a rubber band as shown in the picture ""rubber band placement (on the base)"".
For an more accurate depiction and resemblance with the Da Vinci drawing, insert two more rubber bands on the center pole to connect with the sheet support ends, as shown in the picture ""rubber band placement (on the pole and sheet support)"".
The sheet parts may not be 3D printed, you could replace them with sheets of paper and glue them into place. Cellophane or aluminium wrapping sheets could also be used."
3 Blade 5x3 Propeller,"Different blade profile than the last one and one more blade, same pitch and diameter.

3D print/produce (for educational purpose) at your own risk, this is totally untested."
5x3 Propeller,"5 inch in diameter, 3 in pitch.

Used this formula for blade angles:
BA= atan (P/(2*pi*d))*(180/pi)

Made it 4 mm shaft diameter as you can  always use adapters to shrink it, but increasing the size is the real fuss.

Untested, 3D print/use (for educational purpose) at your own risk."
Wandering Albatross Inspired Wing with Leading Edge Tubercles,"Relevant journal article ""Numerical Investigation of the Effect of Leading-Edge Tubercles on Propeller Performance"" Read More: https://arc.aiaa.org/doi/10.2514/1.C034845

Relevant publication: http://www.iaeng.org/publication/WCE2018/WCE2018_pp586-595.pdf

A Basic CFD revealed 10.5 % more L/D and 9% more L/W ratio at 50 km/h and manufactured from Aluminum.

Baseline model: https://grabcad.com/library/wandering-albatross-inspired-wing-1"
